498,226,1619811360352
494,230,1619811360372
492,231,1619811360389
426,258,1619811360557
426,257,1619811360837
430,254,1619811360854
439,247,1619811360871
453,237,1619811360889
462,230,1619811360904
517,199,1619811360944
530,193,1619811360961
553,185,1619811360977
572,178,1619811360996
592,171,1619811361012
613,165,1619811361027
628,162,1619811361043
649,156,1619811361061
674,151,1619811361077
697,146,1619811361097
721,140,1619811361112
739,135,1619811361127
759,131,1619811361146
780,125,1619811361162
801,120,1619811361180
823,115,1619811361196
847,110,1619811361212
870,106,1619811361229
892,102,1619811361244
929,97,1619811361264
940,97,1619811361279
963,95,1619811361293
995,94,1619811361312
1018,94,1619811361329
1034,94,1619811361347
1059,94,1619811361362
1081,94,1619811361379
1095,94,1619811361394
1121,95,1619811361412
1142,95,1619811361429
1161,96,1619811361443
1183,98,1619811361464
1198,100,1619811361478
1215,105,1619811361497
1240,113,1619811361510
1253,118,1619811361529
1268,125,1619811361546
1282,133,1619811361562
1300,145,1619811361578
1318,160,1619811361596
1324,165,1619811361611
1342,180,1619811361627
1358,196,1619811361644
1370,209,1619811361660
1383,226,1619811361681
1393,241,1619811361694
1402,254,1619811361711
1417,276,1619811361731
1431,293,1619811361746
1440,306,1619811361764
1450,321,1619811361777
1462,342,1619811361796
1465,355,1619811361810
1470,376,1619811361826
1471,399,1619811361846
1473,422,1619811361862
1473,444,1619811361880
1473,449,1619811361894
1473,487,1619811361913
1472,502,1619811361929
1467,530,1619811361946
1460,552,1619811361961
1449,573,1619811361979
1438,593,1619811361996
1424,613,1619811362010
1413,627,1619811362027
1395,650,1619811362044
1386,662,1619811362062
1373,675,1619811362079
1356,693,1619811362096
1351,698,1619811362112
1342,706,1619811362128
1335,710,1619811362147
1334,710,1619811362479
1330,715,1619811362494
1324,724,1619811362514
1313,741,1619811362530
1297,768,1619811362546
1281,801,1619811362564
1262,833,1619811362576
1246,860,1619811362597
1230,883,1619811362612
1211,903,1619811362629
1192,920,1619811362646
1172,935,1619811362662
1141,952,1619811362680
1126,958,1619811362696
1100,964,1619811362713
1078,966,1619811362728
1054,967,1619811362744
1031,967,1619811362760
1015,967,1619811362779
987,966,1619811362796
971,965,1619811362812
951,961,1619811362830
927,956,1619811362846
912,953,1619811362860
878,947,1619811362881
867,946,1619811362896
656,892,1619811363078
636,884,1619811363096
622,877,1619811363111
605,867,1619811363130
591,857,1619811363146
581,850,1619811363162
568,839,1619811363179
556,828,1619811363196
538,811,1619811363214
527,802,1619811363229
517,793,1619811363246
505,784,1619811363262
492,775,1619811363278
479,767,1619811363295
469,760,1619811363311
458,752,1619811363329
451,745,1619811363346
444,739,1619811363361
439,733,1619811363377
437,727,1619811363396
435,719,1619811363412
434,712,1619811363429
434,703,1619811363446
434,691,1619811363462
435,678,1619811363477
439,665,1619811363496
443,652,1619811363513
456,615,1619811363560
459,605,1619811363581
464,594,1619811363596
469,582,1619811363612
474,571,1619811363630
480,558,1619811363644
486,545,1619811363662
493,532,1619811363679
499,519,1619811363696
497,517,1619811364044
487,507,1619811364063
476,495,1619811364079
473,492,1619811364093
458,475,1619811364112
452,469,1619811364129
446,461,1619811364146
441,454,1619811364164
439,450,1619811364179
438,445,1619811364196
438,439,1619811364212
438,434,1619811364229
439,429,1619811364246
442,425,1619811364262
447,418,1619811364280
449,416,1619811364294
454,411,1619811364310
465,402,1619811364329
473,396,1619811364346
477,393,1619811364360
487,387,1619811364380
495,384,1619811364393
504,380,1619811364412
512,377,1619811364428
517,374,1619811364444
524,370,1619811364461
529,368,1619811364477
532,366,1619811364496
534,366,1619811364512
534,358,1619811364697
538,350,1619811364711
543,341,1619811364727
552,327,1619811364746
562,313,1619811364762
579,289,1619811364779
590,277,1619811364796
610,255,1619811364814
616,251,1619811364829
631,238,1619811364846
